,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
67,45,25,42,45,32,8,22,4,5,21,44,21,40,38,39,41,30,45,1,35,24,27,45,1,40,37,33,36,25,44,37,13,14,47,23,42,30,45,11,19,43,42,5,32,14,7,46,48,25,32,2,28,32,16,42,5,34,1,49,24,42,1,4,1,49,5,39,0,46,34,7,11,10,13,15,26,11,13,5,47,11,25,6,20,3,22,7,6,35,45,10,13,47,2,29,6,27,16,10,35
68,43,25,36,35,21,22,37,38,33,21,35,42,20,6,12,50,17,21,5,33,38,35,34,49,39,22,29,7,10,17,18,34,35,35,20,37,31,4,42,38,6,28,50,15,21,41,39,37,6,15,38,36,21,45,20,47,41,22,39,32,29,33,23,43,38,10,4,6,0,47,47,18,49,46,10,8,39,32,50,13,13,30,13,30,42,30,4,19,32,28,46,34,49,2,45,24,2,4,50,21
69,44,12,15,17,8,41,8,22,16,2,40,37,6,27,50,35,36,46,6,10,44,1,35,42,27,17,16,23,19,21,13,38,37,20,48,23,28,45,19,34,49,23,49,4,13,37,21,48,23,41,22,9,19,44,31,49,19,18,17,8,17,19,32,37,18,31,39,50,10,0,25,36,36,24,17,17,24,33,7,6,49,27,33,37,17,49,44,8,14,1,50,43,46,21,27,41,4,25,8,7
70,38,30,27,6,39,41,34,43,35,7,28,31,39,21,46,22,27,17,37,21,21,24,21,2,36,50,16,28,26,28,11,48,46,19,48,32,19,14,16,30,33,18,8,2,10,35,25,8,7,5,43,46,12,29,48,47,11,4,47,49,37,14,16,47,19,7,35,5,15,4,0,44,4,30,32,10,36,43,43,10,39,14,25,24,20,18,1,15,25,30,2,5,2,11,22,43,20,23,13,12
71,33,38,26,8,24,31,24,18,25,30,32,16,7,14,26,22,30,7,50,26,13,15,18,40,32,22,6,15,6,21,36,3,40,18,5,3,4,5,36,29,34,13,15,16,41,48,2,49,49,19,36,28,16,31,37,45,42,36,7,48,46,3,3,40,15,35,17,27,6,6,19,0,18,13,18,27,1,18,13,43,46,20,35,25,13,27,34,40,14,29,29,15,18,19,19,37,46,33,10,38
72,40,44,46,39,48,40,6,46,5,13,46,37,16,27,35,38,4,43,1,8,7,43,44,24,49,37,7,12,36,24,35,31,9,29,41,37,7,27,2,22,25,10,39,9,39,31,38,25,16,50,32,27,5,44,22,3,39,8,25,46,27,7,19,40,31,35,47,22,26,46,38,28,0,33,16,34,28,35,43,22,21,33,7,20,46,29,34,14,31,36,30,37,50,49,5,13,2,39,23,34
73,35,42,17,35,32,20,12,38,47,20,23,42,3,26,19,43,22,9,3,32,24,16,36,26,47,2,33,10,49,12,12,49,25,12,32,35,15,33,45,28,31,20,36,48,10,9,2,3,21,25,44,19,34,7,13,22,20,21,28,11,4,4,26,6,45,20,44,33,10,37,30,27,48,0,14,27,41,36,13,3,3,23,49,22,14,38,3,38,31,22,26,21,34,34,2,20,23,42,29,25
74,10,21,19,31,1,48,36,50,6,12,3,30,49,23,50,39,26,47,38,2,33,35,3,1,41,22,49,46,22,1,13,7,35,21,23,19,6,45,33,22,27,27,37,48,32,16,50,29,43,2,42,15,43,33,49,45,32,28,50,25,11,49,43,29,15,11,9,33,40,12,31,14,10,20,0,45,6,45,41,43,9,13,15,21,21,28,16,50,50,7,31,27,25,14,1,23,8,8,49,35
75,23,36,27,7,9,19,21,25,24,5,9,23,27,16,14,9,3,28,29,30,14,8,37,21,1,12,29,16,40,32,27,28,39,23,21,19,31,37,15,9,37,23,29,39,28,43,11,26,37,25,48,23,29,14,25,10,6,6,47,2,28,34,41,3,8,40,33,34,16,8,37,29,23,49,22,0,43,16,6,25,49,14,25,14,47,22,31,40,19,29,46,39,38,42,15,15,17,1,7,40
76,41,19,2,43,36,19,35,46,30,1,26,47,5,1,22,9,4,39,22,39,31,43,49,27,15,45,35,30,41,29,43,14,39,12,41,45,9,34,22,34,31,4,36,10,28,20,37,4,28,10,50,13,35,21,31,3,37,28,16,7,39,42,8,12,12,13,33,47,37,12,23,37,27,21,5,1,0,44,28,43,48,6,39,14,6,12,27,15,13,13,4,15,36,27,19,30,42,41,8,11
77,15,7,43,46,32,47,43,20,18,36,38,23,23,24,48,18,6,12,32,41,31,12,42,4,37,14,33,37,5,30,41,45,35,46,44,39,11,31,7,45,42,30,29,50,41,3,13,43,40,50,17,3,42,17,22,29,32,35,30,31,16,47,20,46,47,14,38,27,34,35,9,31,40,16,12,40,34,0,11,5,50,37,15,17,21,36,26,23,41,43,9,13,3,47,23,18,4,12,41,46
78,27,35,42,25,16,5,37,48,13,15,16,6,3,8,19,32,32,38,5,26,37,46,34,47,5,34,19,23,33,43,8,46,23,36,39,43,21,41,28,8,34,12,43,8,47,6,3,49,21,36,19,34,47,44,8,13,25,4,22,15,48,3,48,38,3,43,26,35,4,37,14,42,26,37,6,35,39,10,0,40,24,40,30,30,17,23,45,8,24,49,21,42,33,46,38,10,10,15,1,48
79,1,33,18,50,46,1,26,31,30,12,16,1,48,12,29,47,9,6,29,17,46,5,20,24,9,42,3,9,21,2,31,41,32,5,20,26,21,41,10,13,49,36,39,34,12,13,38,1,31,16,1,23,15,27,13,29,8,45,43,43,16,19,46,4,34,10,49,3,36,9,42,3,2,45,31,42,29,5,47,0,47,5,41,6,35,40,46,36,15,4,19,10,21,42,32,20,5,16,25,44
80,44,19,7,41,13,9,17,34,28,37,45,22,35,17,2,12,32,41,4,24,34,22,22,50,10,43,4,15,38,32,41,32,47,50,29,26,33,22,7,41,29,2,31,3,35,22,20,3,23,7,6,43,45,31,26,23,50,42,50,39,32,33,7,30,33,26,34,29,36,14,37,20,39,23,32,23,18,45,28,34,0,21,34,43,44,29,34,39,19,47,35,16,49,32,30,16,33,42,17,50
81,22,36,34,28,12,40,6,26,27,9,24,40,30,30,11,25,48,6,49,14,41,27,46,26,48,50,35,38,19,36,2,37,3,48,45,30,5,23,1,40,1,14,46,27,30,3,49,6,50,13,9,26,46,13,2,12,45,5,46,33,11,20,44,35,43,30,39,47,50,24,29,41,8,31,32,22,40,7,31,36,25,0,25,32,42,46,9,2,48,34,29,17,8,4,33,17,42,29,5,17
82,41,8,47,45,17,17,39,31,3,31,20,23,40,45,32,4,4,32,36,50,20,34,16,41,29,35,50,8,42,29,16,29,18,27,2,50,36,23,21,24,39,9,42,23,34,27,20,48,2,44,10,31,17,35,45,40,29,28,20,31,35,19,7,4,11,34,9,21,18,20,46,3,13,15,4,8,12,21,3,1,41,46,0,16,29,21,40,19,33,35,37,29,41,21,40,8,16,5,25,26
83,2,24,31,50,32,20,10,34,43,10,36,35,46,16,6,10,18,42,11,44,18,22,45,12,2,24,6,19,50,31,41,11,43,3,29,35,22,21,42,34,46,48,28,22,47,17,31,14,16,38,42,26,36,22,15,33,17,37,26,50,15,18,3,31,40,15,49,21,21,21,32,20,10,26,22,47,38,7,13,4,14,15,37,0,41,25,3,14,31,28,3,49,21,8,36,17,20,21,44,11
84,38,48,22,39,5,24,43,5,13,11,41,30,26,39,7,6,29,28,21,9,6,2,20,22,11,2,25,47,43,49,3,21,43,24,32,12,7,38,10,50,47,41,43,48,17,30,24,13,5,21,47,45,3,4,45,2,12,14,33,23,27,10,24,7,18,33,37,12,30,39,44,27,18,30,26,22,12,16,41,48,9,20,37,8,0,50,45,4,39,15,22,43,10,2,11,37,46,37,36,28
85,25,48,5,29,50,47,11,27,38,13,49,33,7,20,34,32,44,15,9,37,30,5,3,38,18,34,29,4,10,22,33,11,1,42,36,41,1,8,4,18,48,31,15,16,39,5,6,3,30,5,22,30,49,35,35,22,10,4,34,45,13,49,22,43,27,41,47,16,23,32,30,49,1,33,46,3,31,25,22,11,17,23,9,31,31,0,40,36,33,37,2,22,50,6,38,12,25,15,37,46
86,29,50,21,46,14,3,34,34,47,7,32,29,49,49,21,40,30,47,33,33,34,18,26,26,27,13,41,4,41,35,20,36,2,11,36,1,24,48,6,28,25,37,50,22,47,17,6,26,2,41,6,43,14,7,42,45,13,30,14,20,38,39,12,44,18,35,31,47,41,44,17,37,18,37,29,21,20,37,47,45,30,3,36,27,31,8,0,31,1,30,41,32,35,44,7,48,26,20,16,6
87,11,47,15,21,44,8,26,12,37,16,23,19,6,35,6,38,1,31,8,28,7,31,48,37,33,47,33,48,1,17,21,24,23,33,49,44,16,39,5,36,28,24,38,27,11,45,43,38,19,36,46,38,31,49,44,27,8,24,18,10,49,2,25,38,31,23,45,40,46,18,34,40,12,36,22,18,49,12,45,18,39,36,33,16,38,21,38,0,12,24,15,43,46,42,35,40,1,17,13,22
88,42,17,35,5,13,46,5,1,40,16,40,24,16,43,2,12,27,49,28,45,9,4,29,34,7,33,17,40,33,44,34,36,19,21,9,28,5,44,41,34,31,45,18,17,49,23,37,32,39,12,10,16,2,21,45,29,4,28,6,28,26,39,28,2,10,6,38,36,20,1,2,24,4,12,11,25,29,10,9,19,43,27,45,37,13,16,17,30,0,19,27,29,16,44,49,47,38,28,11,49
89,1,26,16,12,43,16,37,50,8,49,31,47,1,18,12,42,13,17,26,29,30,49,6,35,25,31,43,22,48,37,29,34,19,46,50,37,40,42,12,22,17,23,50,39,36,16,40,16,44,41,46,46,49,45,43,35,20,10,39,8,19,9,16,33,37,49,33,39,7,27,48,19,3,36,30,29,49,43,37,34,28,39,22,8,16,49,21,41,1,0,34,29,9,49,2,45,14,44,14,8
90,1,28,49,8,49,21,18,40,35,17,36,23,35,48,10,11,15,15,49,28,30,41,47,11,8,11,49,50,32,26,49,50,9,41,20,39,18,24,38,8,1,5,30,8,14,33,8,42,8,31,14,3,50,35,46,24,18,42,20,26,21,17,29,34,5,37,11,13,31,21,49,45,28,43,4,11,8,28,9,38,49,6,46,41,36,23,21,2,33,1,0,31,39,46,5,12,41,36,48,6
91,2,40,29,11,31,22,33,44,49,49,1,20,41,42,43,11,43,41,50,49,25,49,23,37,9,37,13,43,36,2,13,12,31,21,29,44,43,6,9,4,17,10,7,44,6,48,37,43,42,32,19,44,38,48,45,20,46,44,49,20,8,29,49,23,17,22,34,25,41,45,31,26,49,19,38,47,15,13,35,2,15,26,13,49,36,29,26,11,28,25,7,0,33,34,23,22,24,48,50,10
92,17,48,39,38,49,5,26,31,20,33,20,50,18,30,1,10,24,17,44,24,26,18,36,26,31,50,12,20,6,20,4,7,9,34,28,17,45,13,18,31,12,31,25,27,39,8,5,32,34,37,29,10,40,50,35,27,3,40,36,23,6,44,38,50,36,44,5,34,1,47,14,17,7,30,4,32,36,32,44,33,14,6,49,18,17,19,23,43,22,43,30,45,0,1,36,3,44,49,39,46
93,13,13,50,46,8,15,30,16,16,35,31,43,18,26,2,44,34,35,30,28,24,33,3,13,7,32,20,35,17,34,47,35,4,18,26,31,19,8,44,17,21,27,19,15,50,3,6,41,20,17,10,32,21,45,3,8,17,33,30,25,15,20,41,20,33,5,17,30,37,22,42,39,9,33,34,4,18,34,12,2,23,30,2,27,19,39,37,43,21,42,25,19,44,0,7,29,48,23,15,4
94,37,26,29,24,27,12,50,25,41,13,14,23,18,47,43,16,27,32,16,48,36,20,47,32,32,32,1,32,41,17,2,18,3,19,36,29,47,16,6,44,22,22,17,1,12,16,19,25,42,14,4,44,12,34,35,4,48,29,38,50,4,37,21,30,50,37,32,1,37,35,12,17,49,17,41,32,21,5,48,25,1,37,12,8,24,31,16,12,39,19,37,36,20,40,0,6,23,18,9,37
95,6,16,37,20,20,12,18,13,26,20,2,33,1,48,37,40,13,25,34,25,26,4,18,31,23,14,13,9,36,3,19,2,30,6,36,15,37,39,20,20,28,27,12,39,8,35,16,22,24,20,16,50,5,48,8,16,31,32,40,29,24,45,50,43,24,36,43,12,11,11,35,16,25,15,25,10,25,45,41,12,7,17,19,36,46,26,22,4,35,32,15,32,28,37,49,0,39,22,36,37
96,40,15,50,31,17,30,10,42,23,43,44,17,17,29,47,46,33,50,14,17,25,4,25,14,17,10,32,11,45,41,4,15,46,32,49,42,12,30,34,20,20,9,41,17,16,43,14,13,3,3,11,23,6,26,38,43,49,4,44,11,39,40,38,13,41,49,1,11,50,13,34,29,4,13,48,12,31,47,23,20,15,26,1,2,39,41,40,50,14,32,27,16,12,35,36,24,0,44,3,1
97,27,43,42,11,42,13,6,32,2,45,17,46,35,44,30,31,49,39,12,29,6,44,14,4,35,40,42,12,3,50,23,37,24,35,18,37,40,4,42,15,30,16,28,11,8,15,23,49,15,39,6,8,8,27,46,44,5,39,18,41,7,1,47,49,28,25,48,29,32,28,20,24,32,27,43,41,32,15,16,24,45,41,20,47,39,9,45,38,27,35,35,15,46,11,1,47,24,0,35,12
98,7,10,29,7,35,37,50,34,1,23,7,11,31,20,43,43,7,11,18,7,21,17,34,21,36,32,7,21,38,50,23,23,24,1,12,3,26,46,42,16,17,16,29,46,11,40,34,27,15,25,24,6,20,24,31,29,26,19,49,40,49,39,36,48,25,6,39,6,5,36,4,28,27,33,25,18,36,8,8,10,25,34,32,36,46,49,2,29,27,21,37,46,25,37,11,37,30,7,0,2
99,4,50,47,38,50,38,3,15,27,20,9,13,1,35,4,27,12,48,49,17,22,49,49,38,44,14,10,5,47,39,41,26,12,14,38,19,47,2,37,41,26,9,33,28,25,26,30,35,6,21,36,16,47,4,37,9,44,8,1,13,32,11,9,7,35,22,43,44,21,18,39,9,6,19,47,13,42,37,37,6,22,17,33,42,26,17,10,24,46,38,33,36,46,13,32,43,40,37,49,0
